file_name,WAMPI,PCI,LPI,catalog_number,museum,class,ordr,family,genus,species,name,element,remarks,field_num,loc_ID_num
UCMP_246991.0,0.4754404209082021,3.2099619059229823,1.3117421060737622,246991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_246993.0,0.5129181032033742,3.2319494963981867,1.133090469436606,246993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_247811.0,0.34543732339535427,3.1186651763377355,0.9469964033265452,247811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_248041.0,0.9210205562794631,2.862639961821786,3.044197174921983,248041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_248191.0,0.3690779319444586,3.1306188220162086,1.6114945519664452,248191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_248404.0,0.27616006481042576,3.3049702579302074,0.7773438794670271,248404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_259670.0,0.6822677570926838,3.0499055438843024,1.4794191089268018,259670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_259675.0,0.6557580253708408,3.165956549577602,1.830686506915669,259675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_263474.0,0.5172143092723028,3.0387897687538676,1.227998282661931,263474,UCMP,Aves,NA,NA,NA,NA,NA,Bone Frag.,NA,Loc 1 Lot 6,-1370
UCMP_264395.0,0.5661938298574251,3.178628561040017,1.3883849678787898,264395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_264453.0,0.6428270082845297,3.176554743579523,1.9285521686996872,264453,UCMP,Aves,Ciconiiformes,Ciconiidae,Ciconia,NA,NA,Humerus,NA,F4-3,-4096
UCMP_264459.0,0.6000346791372955,3.0812041726052595,1.3450581843358989,264459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_264460.0,0.35383615156329556,3.1570141614245473,0.9887827918334062,264460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_264462.0,0.4591647074189525,3.0978147728746253,1.217601935192948,264462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266611.0,0.5115935586270034,3.203592486741539,0.8823799115955624,266611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266861.0,0.6475624529166821,3.0642732707288918,1.0734500825284057,266861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266863.0,0.40142890978026863,3.087711804449579,0.8677607377368165,266863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266864.0,0.44229569820925996,3.0793033190660317,1.2734014014136836,266864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266865.0,0.5067637601803794,3.1755132281160074,1.016465655432435,266865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266866.0,0.4950306672585688,3.2472860707232023,1.0580208562164317,266866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266867.0,0.47636976553137855,3.210557012502214,1.3356978069558987,266867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266868.0,0.5510824810874967,2.9869705026901987,1.1864398977342208,266868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266891.0,0.4016916444006089,3.006592581799475,1.0554758924115077,266891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266892.0,0.5382184049887265,3.157873729615287,0.8813144213389073,266892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266894.0,0.2333560611308454,3.2944075598234064,0.9512573831736112,266894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266895.0,0.3436011782132726,3.0750820277461095,1.1102620001412296,266895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_266896.0,0.9610899623081665,2.9912829498358744,1.295994575114765,266896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_268426.0,0.3841824980731455,3.0835265899592925,1.3824643084924553,268426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_272130.0,0.5203181732277173,3.06229080773457,1.3882077349369732,272130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_274817.0,0.45930216219052233,3.04135251522465,1.0619663253732117,274817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_274818.0,0.5600881759362811,3.0564786729412075,1.1951770073662773,274818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_274819.0,0.4757822988051902,3.0306670867106216,0.9611652180060106,274819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_274829.0,0.5638726590839785,3.036272314057089,1.1951421015316108,274829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_274850.0,0.6434706267885293,3.099445640117773,1.1446871484481824,274850,UCMP,Aves,Ciconiiformes,Ciconiidae,Jabiru,mycteria,NA,Ulna frag,NA,F2-4 ft,-4096
UCMP_286822.0,0.3144911299536907,3.1896346131324225,1.6157017565834555,286822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_286823.0,0.3372698609825699,3.2625813850480347,1.3382940444305147,286823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_286905.0,0.6928869347768715,3.0645806443953854,1.2706940521930636,286905,UCMP,Aves,Falconiformes,Accipitridae,Aquila,chrysaetos,NA,left tarsometatarsus,NA,G-1-6 ft 5/28/21,-4096
UCMP_286906.0,0.45637650522962997,3.1585639917518504,1.365418452261162,286906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_286964.0,0.4284720155318207,2.9627414681351976,1.0480178580315869,286964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_287039.0,0.6209279118317248,3.035673256553716,0.8920741514645494,287039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCMP_296908.0,0.29709859415752365,3.172929248415292,1.0872048883401788,296908,UCMP,Mammalia,Artiodactyla,Bovidae,Bison,NA,NA,proximal phalanx,NA,NA,-7139
UCMP_296909.0,0.26380905552474493,3.5040593663196353,0.5316223402608838,296909,UCMP,Mammalia,Artiodactyla,Bovidae,Bison,NA,NA,intermediate phalanx,NA,NA,-7139
UCMP_297200.0,0.4982318274873733,3.0926435598884843,1.785078224148815,297200,UCMP,Mammalia,Carnivora,Felidae,Smilodon,fatalis,Smilodon fatalis,juvenile right dentary,NA,E1 5 ft 5/22/21,-7139
UCMP_297201.0,0.35600036661848733,3.213908359306677,0.7541147279774646,297201,UCMP,Mammalia,Carnivora,Canidae,Canis,latrans,Canis latrans,left maxilla w P4-M1,NA,E1 5 ft 5/22/21,-7139
UCMP_297694.0,0.25493335820297164,3.3432297918685556,0.9516074745290892,297694,UCMP,Mammalia,Cqrnivora,Felidae,Panthera,atrox,Panthera atrox,metapodial,NA,NA,-1370
UCMP_297695.0,0.2528134547761287,3.293054249934194,1.1496393906668427,297695,UCMP,Mammalia,Cqrnivora,Felidae,Panthera,atrox,Panthera atrox,metapodial,NA,NA,-1370
UCMP_297699.0,0.3452816605778954,3.0419357348793454,0.6099174727101483,297699,UCMP,Mammalia,Perissodactyla,Equidae,Equus,NA,NA,left dentary w m2-m3,NA,E1 4-3/4 ft,-4096
UCMP_297700.0,0.27580665112784547,3.0748230599590185,0.5326607023432095,297700,UCMP,Mammalia,Artiodactyla,Bovidae,Bison,NA,NA,right dentary w m1-m3,NA,NA,-7139
UCMP_297770.0,0.6990896054181406,3.086008495635152,1.367850459361771,297770,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,proximal right tarsometatarsus,"part of ""Fauna No. 2 Purchased""",Loc 5 Sec 12,-7139
UCMP_297771.0,0.9257415552324025,3.0572497074433578,1.3905734022563578,297771,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,proximal right tarsometatarsus,"part of ""Fauna No. 2 Purchased""",Loc 5 Lot 146,-7139
UCMP_297772.0,0.5740920677245155,3.1307486300067366,1.1089038177364317,297772,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,proximal right tarsometatarsus,"part of ""Fauna No. 2 Purchased""",Loc 5 Sec 225,-7139
UCMP_297773.0,0.883305570754197,3.002621332835526,1.5152870885887475,297773,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,proximal right tarsometatarsus,"part of ""Fauna No. 2 Purchased""",Loc 5 Sec 212,-7139
UCMP_297774.0,0.8240134427372616,3.048891778508322,1.3844140846487833,297774,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,proximal right tarsometatarsus,"part of ""Fauna No. 2 Purchased""",Loc 4 Lot 42,-7139
UCMP_297775.0,0.6029544587797809,3.127655048120782,0.9646534720932913,297775,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,proximal left tarsometatarsus,"part of ""Fauna No. 2 Purchased""",Loc 1 Lot 79,-7139
UCMP_297776.0,1.0742733391856891,2.9929155821497044,1.3739860815451546,297776,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,right distal tarsometatarsus,"part of ""Fauna No. 2 Purchased""",McK5,-7139
UCMP_297777.0,0.9678861574662088,3.0029271447866757,1.3237189060272192,297777,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,right tarsometatarsus,"part of ""Fauna No. 2 Purchased""",McK5,-7139
UCMP_297778.0,0.794527113678993,3.203108701128998,1.1959983447874076,297778,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,right tarsometatarsus,"part of ""Fauna No. 2 Purchased""",Loc 5 Sec 226,-7139
UCMP_297779.0,0.7120756647066578,3.092017354358993,1.208447705027257,297779,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,right tarsometatarsus,"part of ""Fauna No. 2 Purchased""",Loc 5 Sec 212,-7139
UCMP_297780.0,0.7595880190202884,3.009153633810313,1.1706329017216992,297780,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,left tarsometatarsus,"part of ""Fauna No. 2 Purchased""",Loc 5 sec 12 Lot 440,-7139
UCMP_297782.0,0.7532269909209846,3.018834737403231,1.3120542567142803,297782,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,left tarsometatarsus,"part of ""Fauna No. 2 Purchased""",Loc 5 Lot 101,-7139
UCMP_297783.0,0.5981860923669157,3.1133980679814806,1.0700614231307013,297783,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,left tarsometatarsus,"part of ""Fauna No. 2 Purchased""",Loc 5 Sec 212,-7139
UCMP_297784.0,0.7835809072842357,3.1754709008175097,1.2131999804918576,297784,UCMP,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Aquila chrysaetos,left tarsometatarsus,"part of ""Fauna No. 2 Purchased""",Loc 5 Sec 218,-7139
UCMP_297786.0,0.3204554621966832,2.8628857741786566,1.355461873043869,297786,UCMP,Aves,Ciconiiformes,Ciconiidae,Ciconia,maltha,Ciconia maltha,left distal carpometacarpus,"part of ""Fauna No. 2 Purchased""",Loc 1 Lot 15,-7139
UCMP_297787.0,0.4429693665400974,3.048986347731639,1.2348086186639344,297787,UCMP,Aves,Ciconiiformes,Ciconiidae,Ciconia,maltha,Ciconia maltha,proximal coracoid,"part of ""Fauna No. 2 Purchased""",Loc 1? Box 4,-7139
UCMP_297788.0,0.5075500748206054,3.148753492753686,1.3475583227068193,297788,UCMP,Aves,Ciconiiformes,Ciconiidae,Ciconia,maltha,Ciconia maltha,left distal tibiotarsus,"part of ""Fauna No. 2 Purchased""",Loc 1? Box 4,-7139
UCMP_297789.0,0.5810540866909306,3.178293336646726,1.3917817602146103,297789,UCMP,Aves,Ciconiiformes,Ciconiidae,Ciconia,maltha,Ciconia maltha,left distal tibiotarsus,"part of ""Fauna No. 2 Purchased""",Loc 1? Box 4,-7139
UCMP_297790.0,0.32053579600824395,3.271545098398924,0.7166188937521624,297790,UCMP,Aves,Ciconiiformes,Ciconiidae,Ciconia,maltha,Ciconia maltha,left distal tibiotarsus,"part of ""Fauna No. 2 Purchased""",Loc 1 Lot 7,-7139
UCMP_297791.0,0.49272396962270093,3.090803425131032,1.492907893481933,297791,UCMP,Aves,Ciconiiformes,Ciconiidae,Ciconia,maltha,Ciconia maltha,right distal tibiotarsus,"part of ""Fauna No. 2 Purchased""",Loc 1 Lot 6,-7139
UCMP_297792.0,0.5925144879851293,3.115504822017221,1.3629252785297756,297792,UCMP,Aves,Ciconiiformes,Ciconiidae,Ciconia,maltha,Ciconia maltha,proximal tibiotarsus,"part of ""Fauna No. 2 Purchased""",Loc 1? Lot 4,-7139
