name,value,probability
weathering_score,0.37237237237237236,0.8469202009880998
WAMPI,0.2824641989689373,0.039981945411084664
PCI,2.7860132095816095,0.9250681129748944
LPI,0.7728474349826313,0.6563916415901105
weathering_score,0.3763763763763764,0.846435197405662
WAMPI,0.283526339297606,0.040849423519810066
PCI,2.787566906707347,0.9246307342962526
LPI,0.7775717869742031,0.6579615455382496
weathering_score,0.38038038038038036,0.8459489366916484
WAMPI,0.28458847962627476,0.04173490485483363
PCI,2.7891206038330845,0.9241910118472523
LPI,0.782296138965775,0.6595279972857723
weathering_score,0.3843843843843844,0.8454614173589566
WAMPI,0.28565061995494345,0.042638727239330675
PCI,2.790674300958822,0.9237489355149957
LPI,0.7870204909573468,0.6610909703029206
weathering_score,0.3883883883883884,0.8449726379303902
WAMPI,0.28671276028361214,0.04356123326861185
PCI,2.7922279980845595,0.9233044951717406
LPI,0.7917448429489187,0.662650438346173
weathering_score,0.3923923923923924,0.844482596938741
WAMPI,0.2877749006122809,0.04450277030640837
PCI,2.793781695210297,0.9228576806752572
LPI,0.7964691949404905,0.6642063754593791
weathering_score,0.3963963963963964,0.8439912929268724
WAMPI,0.28883704094094964,0.045463690477182746
PCI,2.7953353923360345,0.9224084818691913
LPI,0.8011935469320624,0.6657587559748503
weathering_score,0.40040040040040037,0.8434987244478025
WAMPI,0.28989918126961833,0.04644435065427016
PCI,2.7968890894617724,0.9219568885834318
LPI,0.8059178989236342,0.6673075545144018
weathering_score,0.4044044044044044,0.8430048900647873
WAMPI,0.290961321598287,0.04744511244364887
PCI,2.79844278658751,0.9215028906344848
LPI,0.810642250915206,0.6688527459903504
weathering_score,0.4084084084084084,0.8425097883514039
WAMPI,0.2920234619269558,0.048466342163133946
PCI,2.7999964837132474,0.9210464778258511
LPI,0.8153666029067779,0.6703943056064642
weathering_score,0.4124124124124124,0.8420134178916348
WAMPI,0.2930856022556245,0.04950841081678281
PCI,2.801550180838985,0.9205876399484119
LPI,0.8200909548983497,0.6719322088588671
weathering_score,0.4164164164164164,0.8415157772799506
WAMPI,0.2941477425842932,0.0505716940642969
PCI,2.8031038779647224,0.9201263667808176
LPI,0.8248153068899216,0.6734664315368979
weathering_score,0.42042042042042044,0.841016865121395
WAMPI,0.2952098829129619,0.05165657218519756
PCI,2.80465757509046,0.9196626480898838
LPI,0.8295396588814934,0.6749969497239218
weathering_score,0.4244244244244244,0.8405166800316679
WAMPI,0.29627202324163066,0.05276343003754994
PCI,2.8062112722161974,0.9191964736309921
LPI,0.8342640108730652,0.6765237397980979
weathering_score,0.42842842842842843,0.8400152206372105
WAMPI,0.2973341635702994,0.053892657011004014
PCI,2.8077649693419353,0.9187278331484962
LPI,0.8389883628646371,0.6780467784331005
weathering_score,0.43243243243243246,0.8395124855752888
WAMPI,0.2983963038989681,0.0550446469739172
PCI,2.809318666467673,0.918256716376135
LPI,0.8437127148562089,0.6795660425987947
weathering_score,0.4364364364364364,0.8390084734940788
WAMPI,0.2994584442276368,0.05621979821431866
PCI,2.8108723635934103,0.9177831130374499
LPI,0.8484370668477808,0.6810815095618674
weathering_score,0.44044044044044045,0.8385031830527507
WAMPI,0.30052058455630554,0.05741851337447025
PCI,2.812426060719148,0.9173070128462083
LPI,0.8531614188393526,0.6825931568864128
weathering_score,0.4444444444444444,0.8379966129215539
WAMPI,0.3015827248849743,0.05864119937877624
PCI,2.8139797578448853,0.9168284055068335
LPI,0.8578857708309244,0.6841009624344735
weathering_score,0.44844844844844844,0.8374887617819017
WAMPI,0.302644865213643,0.05988826735478973
PCI,2.815533454970623,0.9163472807148396
LPI,0.8626101228224965,0.6856049043665366
weathering_score,0.45245245245245247,0.8369796283264566
WAMPI,0.30370700554231167,0.06116013254706013
PCI,2.8170871520963603,0.9158636281572724
LPI,0.8673344748140683,0.6871049611419858
weathering_score,0.45645645645645644,0.8364692112592153
WAMPI,0.3047691458709804,0.06245721422356222
PCI,2.818640849222098,0.9153774375131565
LPI,0.8720588268056402,0.6886011115195093
weathering_score,0.46046046046046046,0.8359575092955936
WAMPI,0.30583128619964917,0.06377993557444545
PCI,2.8201945463478353,0.9148886984539476
LPI,0.876783178797212,0.6900933345574634
weathering_score,0.46446446446446443,0.835444521162513
WAMPI,0.30689342652831786,0.06512872360283949
PCI,2.8217482434735732,0.9143974006439918
LPI,0.8815075307887839,0.6915816096141928
weathering_score,0.46846846846846846,0.8349302455984848
WAMPI,0.30795556685698655,0.06650400900744939
PCI,2.8233019405993107,0.9139035337409894
LPI,0.8862318827803557,0.6930659163483077
weathering_score,0.4724724724724725,0.8344146813536967
WAMPI,0.3090177071856553,0.0679062260566721
PCI,2.824855637725048,0.9134070873964664
LPI,0.8909562347719275,0.6945462347189174
weathering_score,0.47647647647647645,0.833897827190098
WAMPI,0.31007984751432405,0.06933581245396515
PCI,2.8264093348507857,0.9129080512562497
LPI,0.8956805867634994,0.6960225449858208
weathering_score,0.4804804804804805,0.8333796818814859
WAMPI,0.31114198784299274,0.07079320919419835
PCI,2.827963031976523,0.9124064149609513
LPI,0.9004049387550712,0.6974948277096552
weathering_score,0.4844844844844845,0.8328602442135913
WAMPI,0.31220412817166143,0.07227886041071757
PCI,2.8295167291022607,0.9119021681464557
LPI,0.9051292907466431,0.698963063752002
weathering_score,0.48848848848848847,0.8323395129841646
WAMPI,0.3132662685003302,0.07379321321285134
PCI,2.831070426227998,0.9113953004444152
LPI,0.9098536427382149,0.7004272342754507
weathering_score,0.4924924924924925,0.8318174870030624
WAMPI,0.31432840882899893,0.07533671751359153
PCI,2.832624123353736,0.9108858014827509
LPI,0.9145779947297867,0.7018873207436217
weathering_score,0.4964964964964965,0.8312941650923331
WAMPI,0.3153905491576676,0.07690982584718224
PCI,2.8341778204794736,0.9103736608861595
LPI,0.9193023467213586,0.7033433049211466
weathering_score,0.5005005005005005,0.8307695460863039
WAMPI,0.3164526894863363,0.07851299317635159
PCI,2.835731517605211,0.9098588682766265
LPI,0.9240266987129304,0.7047951688736089
weathering_score,0.5045045045045045,0.830243628831667
WAMPI,0.31751482981500506,0.08014667668892606
PCI,2.8372852147309486,0.9093414132739459
LPI,0.9287510507045023,0.706242894967443
weathering_score,0.5085085085085085,0.8297164121875659
WAMPI,0.3185769701436738,0.0818113355835696
PCI,2.838838911856686,0.9088212854962455
LPI,0.9334754026960741,0.707686465869793
weathering_score,0.5125125125125125,0.8291878950256821
WAMPI,0.3196391104723425,0.08350743084439702
PCI,2.8403926089824236,0.9082984745605189
LPI,0.9381997546876459,0.7091258645483322
weathering_score,0.5165165165165165,0.8286580762303223
WAMPI,0.3207012508010112,0.08523542500421388
PCI,2.841946306108161,0.9077729700831639
LPI,0.9429241066792178,0.7105610742710415
weathering_score,0.5205205205205206,0.8281269546985042
WAMPI,0.32176339112967994,0.08699578189614393
PCI,2.8435000032338986,0.907244761680527
LPI,0.9476484586707896,0.7119920786059508
weathering_score,0.5245245245245245,0.8275945293400443
WAMPI,0.3228255314583487,0.08878896639341237
PCI,2.845053700359636,0.9067138389694541
LPI,0.9523728106623615,0.7134188614208388
weathering_score,0.5285285285285285,0.8270607990776438
WAMPI,0.3238876717870174,0.09061544413706198
PCI,2.846607397485374,0.9061801915678475
LPI,0.9570971626539333,0.7148414068828961
weathering_score,0.5325325325325325,0.826525762846977
WAMPI,0.3249498121156861,0.09247568125138961
PCI,2.8481610946111116,0.9056438090952302
LPI,0.9618215146455054,0.7162596994583499
weathering_score,0.5365365365365365,0.8259894195967764
WAMPI,0.3260119524443548,0.09437014404689961
PCI,2.849714791736849,0.9051046811733153
LPI,0.9665458666370772,0.7176737239120501
weathering_score,0.5405405405405406,0.8254517682889214
WAMPI,0.3270740927730236,0.09629929871058564
PCI,2.8512684888625865,0.9045627974265825
LPI,0.971270218628649,0.7190834653070192
weathering_score,0.5445445445445445,0.8249128078985248
WAMPI,0.32813623310169227,0.09826361098336399
PCI,2.852822185988324,0.9040181474828612
LPI,0.9759945706202209,0.7204889090039638
weathering_score,0.5485485485485485,0.8243725374140198
WAMPI,0.32919837343036096,0.1002635458244973
PCI,2.8543758831140615,0.9034707209739196
LPI,0.9807189226117927,0.721890040660751
weathering_score,0.5525525525525525,0.8238309558372473
WAMPI,0.3302605137590297,0.10229956706286226
PCI,2.855929580239799,0.9029205075360609
LPI,0.9854432746033646,0.7232868462318478
weathering_score,0.5565565565565566,0.8232880621835436
WAMPI,0.33132265408769845,0.10437213703493341
PCI,2.857483277365537,0.902367496810725
LPI,0.9901676265949364,0.7246793119677244
weathering_score,0.5605605605605606,0.8227438554818269
WAMPI,0.33238479441636715,0.10648171620937419
PCI,2.8590369744912745,0.9018116784450987
LPI,0.9948919785865082,0.7260674244142232
weathering_score,0.5645645645645646,0.8221983347746856
WAMPI,0.33344693474503584,0.1086287627981464
PCI,2.860590671617012,0.9012530420927296
LPI,0.9996163305780801,0.727451170411892
weathering_score,0.5685685685685685,0.8216514991184645
WAMPI,0.3345090750737046,0.11081373235406922
PCI,2.8621443687427495,0.900691577414149
LPI,1.004340682569652,0.7288305370952834
weathering_score,0.5725725725725725,0.8211033475833532
WAMPI,0.33557121540237334,0.1130370773547853
PCI,2.863698065868487,0.9001272740775003
LPI,1.0090650345612238,0.7302055118922195
weathering_score,0.5765765765765766,0.8205538792534729
WAMPI,0.33663335573104203,0.11529924677311439
PCI,2.8652517629942245,0.8995601217591742
LPI,1.0137893865527956,0.7315760825230233
weathering_score,0.5805805805805806,0.820003093226964
WAMPI,0.3376954960597107,0.11760068563380158
PCI,2.866805460119962,0.8989901101444507
LPI,1.0185137385443674,0.7329422369997171
weathering_score,0.5845845845845846,0.8194509886160735
WAMPI,0.33875763638837947,0.11994183455669474
PCI,2.8683591572456995,0.8984172289281471
LPI,1.0232380905359393,0.7343039636251877
weathering_score,0.5885885885885885,0.8188975645472425
WAMPI,0.3398197767170482,0.12232312928641637
PCI,2.869912854371437,0.8978414678152736
LPI,1.0279624425275111,0.7356612509923203
weathering_score,0.5925925925925926,0.8183428201611934
WAMPI,0.3408819170457169,0.12474500020862611
PCI,2.871466551497175,0.8972628165216946
LPI,1.032686794519083,0.7370140879830989
weathering_score,0.5965965965965966,0.8177867546130178
WAMPI,0.3419440573743856,0.12720787185300222
PCI,2.8730202486229124,0.8966812647747978
LPI,1.0374111465106548,0.7383624637676772
weathering_score,0.6006006006006006,0.817229367072263
WAMPI,0.34300619770305435,0.12971216238310468
PCI,2.87457394574865,0.8960968023141687
LPI,1.0421354985022266,0.7397063678034173
weathering_score,0.6046046046046046,0.8166706567230207
WAMPI,0.3440683380317231,0.13225828307331933
PCI,2.8761276428743874,0.8955094188922722
LPI,1.0468598504937985,0.7410457898338982
weathering_score,0.6086086086086087,0.8161106227640136
WAMPI,0.3451304783603918,0.13484663777312073
PCI,2.877681340000125,0.8949191042751421
