file_name,WAMPI,PCI,LPI,API,BPI,catalog_number,sampled,museum,UCIAMS_number,taxon,genus,species,locality,ucmp_locality,side,element,collagen_present,batch,publication
UCMP_234991,0.2880853910430069,3.177450192028455,1.3657303497571942,0.41475193624169826,1.214539747600788,234991,TRUE,UCMP,NA,NA,Bison,NA,McKittrick,NA,NA,NA,NA,4,NA
UCMP_234997,0.42942076542065805,3.14142270901241,1.689010888287118,0.5535610867414696,1.5835785547224148,234997,TRUE,UCMP,NA,NA,Bison,NA,McKittrick,NA,NA,NA,NA,4,NA
UCMP_235013,0.2904880813111277,3.3198137989809515,0.8898296125380554,0.4038278557006628,1.2583887562404568,235013,TRUE,UCMP,NA,NA,Bison,NA,McKittrick,NA,NA,NA,NA,2,NA
UCMP_235014,0.3262629030594516,3.271084094609749,1.4883157001132552,0.4351401990452938,1.3165173447824954,235014,TRUE,UCMP,NA,NA,Bison,NA,McKittrick,NA,NA,NA,NA,4,NA
UCMP_235033,0.3363023894042417,3.020256501677524,1.851943683557904,0.6227134284775575,1.6341358173470513,235033,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,right,metatarsal,NA,1,NA
UCMP_235047,0.36078774356766957,3.0864753383441323,1.9672739424380026,0.5716457065215809,1.4619772182842437,235047,TRUE,UCMP,NA,NA,Bison,NA,McKittrick,NA,NA,NA,NA,4,NA
UCMP_235105,0.47591999025081766,2.9744378661083037,0.8586082472859325,0.6157016476117737,1.3911353193542055,235105,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,left,metatarsal,NA,1,NA
UCMP_235107.0,0.6669612438762104,2.8654998648822736,1.6463371651190177,0.7713545192105704,1.4389300928308195,235107,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,left,metatarsal,NA,1,NA
UCMP_235108.0,0.34016635314533844,2.934338125189648,0.8345091638669121,0.47486359587724025,1.2540271401988647,235108,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,left,metatarsal,NA,1,NA
UCMP_235109.0,0.2960124581701303,3.1974911173612557,0.7152620683173615,0.3939542131401564,1.0259874592342675,235109,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,left,metatarsal,NA,1,NA
